mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
3,4,5,UA,1200,SFO,679,6.83,119,-6
6,31,4,UA,403,LGA,1619,8.00,259,22
6,6,0,OO,5967,ORD,693,17.48,134,9
7,22,5,AA,1540,TUS,813,14.17,140,-23
8,14,0,WN,896,SMF,910,18.75,135,-6
3,27,0,UA,599,ORD,334,9.75,83,32
10,24,1,WN,208,SFO,967,19.67,150,-27
2,14,5,AA,1567,JFK,1623,12.00,230,NA
2,19,3,OH,5431,JFK,288,8.67,108,37
3,28,1,OH,5510,JFK,187,14.58,80,NA
6,6,0,OH,5820,JFK,274,22.17,94,61
10,16,0,OO,5490,SFO,262,21.07,76,8
1,22,5,AA,272,SFO,2585,21.83,305,21
5,7,6,UA,914,SFO,2419,7.68,315,-34
11,23,2,UA,134,SFO,1846,8.87,253,148
5,14,6,UA,1049,ORD,2846,17.17,394,41
0,11,5,WN,3659,SMF,389,17.17,75,0
11,29,1,WN,1163,SMF,404,15.42,85,-3
0,23,3,WN,2283,SFO,414,18.25,85,28
7,18,1,UA,437,ORD,403,8.75,87,-17
2,9,0,UA,695,LGA,733,19.92,162,122
4,16,5,AA,759,LGA,1389,16.42,235,94
0,4,5,UA,559,ORD,837,14.37,146,69
1,4,1,AA,1339,ORD,1723,17.92,265,52
8,28,0,OO,5497,SFO,250,22.43,76,NA
8,12,5,AA,305,ORD,1440,9.92,230,-10
0,18,5,OH,5570,LGA,461,19.50,130,25
11,20,6,UA,929,ORD,1739,15.50,274,NA
7,16,6,UA,688,ORD,733,15.80,141,-31
0,15,2,AA,1915,SFO,337,9.75,85,9
7,31,0,OO,6018,ORD,588,12.42,106,16
6,23,3,B6,170,SJC,2569,12.67,440,NA
8,18,4,US,1448,SFO,2521,6.17,316,11
8,5,5,UA,321,ORD,1739,20.40,262,-20
5,13,5,US,1445,LGA,335,15.75,98,18
5,12,4,OO,5951,ORD,491,8.10,97,9
2,4,2,UA,566,ORD,606,18.25,116,48
0,26,6,OH,5283,JFK,213,19.25,116,1
9,12,0,UA,1510,SFO,651,8.47,118,-4
4,14,3,UA,931,SFO,337,19.42,89,-16
5,23,1,OO,5674,SFO,199,14.62,66,81
8,12,5,OO,5869,ORD,693,16.88,131,36
0,10,4,OO,6335,SFO,329,8.48,77,23
8,14,0,AA,1915,SFO,337,9.67,85,47
6,29,2,WN,2203,SJC,386,11.00,85,-7
7,9,6,OO,6499,SJC,308,10.22,80,1
3,2,3,AA,294,ORD,1197,10.83,173,-2
3,21,1,WN,328,TUS,365,15.42,75,-1
0,28,1,UA,1244,SJC,1829,13.25,253,143
1,17,0,AA,201,JFK,2475,6.50,375,-6
2,7,5,UA,588,SJC,948,10.68,150,-4
9,4,6,WN,2213,SMF,397,14.67,80,-14
5,16,1,UA,850,ORD,733,19.00,129,NA
6,18,5,AA,1558,TUS,813,15.83,135,8
3,28,1,AA,1240,ORD,1197,14.50,185,36
8,30,2,AA,1612,SFO,1846,9.58,240,519
7,7,4,AA,1362,ORD,740,12.92,140,-9
4,19,1,OH,5229,LGA,431,17.25,109,27
11,22,1,AA,2340,ORD,867,13.75,135,10
3,3,4,B6,105,JFK,2136,19.17,354,16
1,12,2,B6,15,JFK,1069,16.83,200,33
5,11,3,UA,75,SFO,2398,14.67,323,-9
0,26,6,UA,863,ORD,1846,18.63,277,32
5,10,2,B6,357,JFK,2465,16.50,364,154
10,25,2,US,1563,ORD,678,7.25,122,21
11,23,2,AA,568,ORD,1182,7.08,180,55
1,16,6,UA,269,ORD,403,20.42,93,50
7,25,1,US,1571,ORD,678,16.42,128,-25
10,23,0,OO,5603,SMF,86,11.12,50,-2
1,9,6,UA,891,JFK,2475,6.75,380,17
4,26,1,OH,5383,LGA,1035,7.00,182,-14
9,8,3,AA,442,SFO,2585,12.08,320,7
7,4,1,AA,1718,ORD,867,8.75,135,186
0,24,4,AA,2103,LGA,1097,6.17,180,28
6,15,2,AA,1994,SFO,1464,9.50,205,18
5,18,3,US,1627,LGA,544,17.08,126,148
5,30,1,WN,2526,SMF,358,8.67,70,2
8,10,3,UA,687,LGA,733,16.02,156,21
10,21,5,AA,1137,ORD,837,8.17,145,-9
4,14,3,AA,709,LGA,1389,8.92,225,NA
5,27,5,UA,101,ORD,1745,6.00,252,16
1,14,4,AA,2325,ORD,802,13.00,150,6
3,2,3,UA,959,ORD,888,20.08,153,NA
0,22,2,OO,5954,ORD,323,7.50,79,28
4,13,2,WN,3748,SJC,342,10.58,80,-6
0,16,3,AA,354,ORD,733,17.58,130,31
11,1,1,AA,703,ORD,888,18.08,165,49
10,20,4,AA,544,SFO,1846,11.25,265,-14
5,27,5,B6,1024,JFK,187,22.58,80,75
8,7,0,AA,1756,SFO,337,16.50,85,-14
5,2,1,UA,46,OGG,2486,20.42,303,9
6,13,0,AA,1686,ORD,647,7.92,110,-4
9,27,1,OO,6519,SJC,308,18.13,82,-12
4,4,0,B6,65,JFK,1005,10.75,172,-7
2,18,2,OO,6138,ORD,139,12.70,54,NA
2,15,6,UA,802,SJC,948,6.33,161,-22
8,19,5,UA,610,ORD,612,11.08,104,4
10,25,2,UA,893,JFK,2586,8.12,412,-39
0,10,4,OO,6418,SFO,599,18.92,104,81
1,11,1,OO,5806,ORD,462,12.73,101,40
0,13,0,UA,1477,ORD,1440,8.00,232,-24
11,12,5,UA,680,ORD,733,11.92,142,NA
4,28,3,UA,55,SFO,2367,13.50,323,16
10,10,1,UA,820,SFO,679,13.60,129,20
6,1,2,UA,383,SFO,447,11.58,93,126
9,24,5,AA,1502,ORD,1012,6.67,155,8
3,17,4,B6,15,JFK,1069,16.92,200,29
0,5,6,UA,4,SFO,2586,6.17,333,200
5,6,5,B6,1024,JFK,187,22.58,80,56
3,12,6,OO,6826,ORD,773,16.83,123,76
1,15,5,UA,226,SFO,337,6.33,82,-1
1,29,5,OO,6083,ORD,466,17.25,102,129
4,24,6,AA,1140,SJC,1438,13.83,205,-14
11,23,2,UA,1575,ORD,1515,10.23,246,43
9,2,4,OO,6585,ORD,213,14.95,61,30
7,8,5,AA,510,ORD,235,18.83,80,1
6,28,1,AA,272,SFO,2585,20.83,325,51
3,28,1,AA,1037,LGA,1020,10.92,180,19
9,5,0,B6,181,JFK,2446,9.50,360,29
11,30,2,US,2169,LGA,214,10.00,81,-19
7,21,4,WN,621,SFO,414,16.75,90,-9
3,10,4,UA,1244,ORD,589,21.50,104,97
7,24,0,AA,178,SFO,2586,13.50,340,21
6,26,6,OO,5564,SMF,86,20.88,50,-13
10,30,0,OO,5914,ORD,323,14.33,77,113
9,13,1,B6,115,JFK,1182,20.08,215,-45
0,25,5,UA,650,ORD,528,19.35,102,61
8,29,1,AA,502,SJC,1476,17.58,200,7
1,10,0,AA,1718,ORD,867,8.58,135,NA
6,7,1,AA,1201,ORD,258,14.67,65,NA
5,10,2,AA,487,JFK,1391,17.48,235,86
4,15,4,WN,1802,SJC,333,21.83,70,13
5,9,1,B6,31,JFK,944,10.92,163,1
2,25,2,OO,6138,ORD,139,12.70,54,1
9,10,5,OO,6352,SFO,751,21.33,120,11
0,22,2,AA,1058,ORD,1144,19.08,175,199
6,6,0,OO,6239,ORD,224,8.50,64,-12
7,5,2,WN,3427,SJC,697,18.42,120,-14
9,7,2,B6,1051,JFK,340,8.17,103,-9
5,1,0,OO,6127,ORD,286,15.75,81,2
6,3,4,OH,5469,JFK,740,16.75,180,29
11,27,6,UA,542,ORD,867,18.42,142,25
10,5,3,OO,6153,ORD,160,16.88,52,100
6,8,2,UA,506,SFO,679,20.77,117,0
9,16,4,UA,893,JFK,2586,8.45,391,23
11,14,0,UA,976,ORD,589,18.08,110,7
0,21,1,WN,529,SJC,386,21.58,80,0
2,11,2,OO,6062,ORD,67,15.75,48,13
9,29,3,UA,11,JFK,2586,11.00,389,-19
1,23,6,OO,6343,SFO,372,8.62,88,18
10,24,1,OO,5756,SFO,153,12.95,59,-10
11,31,3,UA,458,ORD,622,8.95,112,49
8,19,5,WN,2143,SFO,414,6.25,85,-10
6,13,0,B6,309,JFK,228,15.50,88,416
1,9,6,B6,1107,JFK,426,15.92,110,2
0,13,0,UA,508,SMF,910,16.92,139,63
11,12,5,AA,1551,LGA,764,18.98,155,136
0,23,3,HA,318,OGG,84,15.70,31,-12
2,17,1,WN,3938,SJC,342,20.92,75,14
2,28,5,B6,1008,JFK,187,12.92,63,32
10,3,1,B6,821,JFK,944,7.17,175,-8
5,6,5,OH,5199,JFK,740,9.25,170,34
2,7,5,AA,2487,ORD,1440,17.50,230,-31
2,21,5,WN,3776,SJC,296,9.92,60,-3
3,7,1,WN,66,SMF,1790,12.50,230,17
9,7,2,UA,1453,ORD,837,20.17,139,6
6,29,2,AA,867,ORD,888,21.08,145,146
6,4,5,WN,3854,TUS,321,11.42,65,-11
11,2,2,UA,242,ORD,849,13.32,134,2
8,13,6,UA,950,ORD,589,13.07,113,171
7,3,0,B6,1004,JFK,187,9.67,82,49
8,5,5,WN,2354,SFO,967,6.92,140,2
10,3,1,US,780,SFO,2296,22.67,276,7
9,25,6,AA,1248,ORD,678,6.75,115,-1
4,9,5,B6,365,LGA,1035,14.92,178,35
10,3,1,AA,1072,SFO,337,16.67,85,131
2,11,2,AA,1547,ORD,177,15.25,55,11
9,27,1,AA,1473,ORD,334,19.00,90,21
6,31,4,UA,1510,SFO,651,8.43,121,5
1,14,4,AA,597,ORD,1041,19.00,175,91
3,4,5,AA,1502,ORD,1012,7.08,150,27
9,8,3,UA,394,ORD,264,15.83,83,-20
2,24,1,OO,5966,ORD,174,8.23,58,3
6,24,4,B6,137,JFK,1074,18.50,203,42
2,20,4,UA,11,JFK,2586,11.17,394,5
7,8,5,UA,1580,SFO,414,8.63,94,0
8,12,5,B6,1006,JFK,187,12.17,72,-20
2,6,4,WN,1300,SFO,414,8.50,85,2
9,4,6,B6,600,JFK,274,9.83,71,181
6,30,3,AA,1411,ORD,334,21.83,80,20
9,23,4,UA,850,ORD,733,19.08,142,-22
3,21,1,AA,1869,ORD,258,20.75,65,0
4,21,3,UA,685,ORD,334,18.00,87,28
8,23,2,UA,530,ORD,334,7.02,87,-5
0,21,1,OO,6085,ORD,122,6.68,50,20
3,22,2,AA,1067,ORD,925,9.67,155,-8
8,24,3,OH,6295,ORD,264,10.00,75,-3
8,19,5,OO,5779,SFO,412,10.48,104,17
2,21,5,B6,135,JFK,1074,7.92,200,35
0,19,6,B6,711,JFK,1597,9.17,240,69
11,19,5,OO,5984,ORD,174,20.08,55,119
8,7,0,WN,1378,SFO,447,12.67,85,-6
0,4,5,UA,438,ORD,849,16.25,133,NA
1,22,5,OO,5826,ORD,67,10.52,48,8
8,29,1,OO,5912,ORD,316,10.73,71,3
0,28,1,AA,1087,ORD,837,20.17,140,162
4,29,4,OO,6768,ORD,240,16.33,68,-13
6,9,3,UA,259,ORD,888,17.00,156,181
7,25,1,OO,5525,SMF,86,14.63,47,-1
10,27,4,AA,1341,ORD,1846,7.42,290,67
3,25,5,AA,1059,ORD,606,14.92,120,36
8,17,3,OO,5482,SFO,199,13.17,69,49
5,29,0,UA,734,ORD,412,14.00,86,68
11,22,1,AA,2255,LGA,1097,6.08,180,107
11,21,0,OO,5930,SFO,421,13.32,81,101
6,7,1,AA,2090,SFO,1464,11.17,215,20
0,2,3,OH,5543,LGA,585,13.47,147,21
1,9,6,AA,2325,ORD,802,13.00,150,-6
3,2,3,WN,577,SMF,373,11.67,80,-1
1,29,5,OO,6266,ORD,316,21.67,71,-1
11,17,3,UA,664,ORD,137,19.30,56,8
4,27,2,UA,1164,SFO,447,22.42,87,1
9,22,3,UA,551,SFO,967,16.17,148,4
5,26,4,OO,5480,SFO,250,16.73,80,69
11,27,6,AA,1751,ORD,925,12.08,165,NA
10,12,3,WN,2220,SJC,308,15.67,75,-10
4,15,4,UA,352,ORD,590,18.83,109,30
6,27,0,UA,842,ORD,1745,7.97,261,50
6,3,4,UA,1675,ORD,2072,8.22,291,-13
11,24,3,B6,69,JFK,1028,14.98,189,43
2,16,0,AA,593,ORD,1440,15.33,225,40
5,25,3,AA,1733,ORD,1440,19.83,215,49
7,14,4,UA,922,ORD,589,6.03,107,-7
0,29,2,OO,6692,TUS,639,18.05,112,-11
10,16,0,US,517,SJC,621,16.17,109,-6
5,11,3,B6,119,JFK,1182,14.83,193,9
0,23,3,OO,6032,ORD,344,14.17,79,32
2,27,4,OO,6123,ORD,286,13.17,76,23
4,5,1,UA,527,ORD,1829,10.00,279,28
7,2,6,US,323,ORD,1515,8.50,229,-10
8,26,5,B6,217,JFK,2465,18.00,392,-59
5,18,3,UA,9,JFK,2586,21.17,413,26
3,13,0,UA,730,ORD,622,19.17,117,-12
6,19,6,WN,1611,SMF,358,10.33,70,22
1,18,1,OO,3968,TUS,601,7.35,114,1
6,5,6,UA,543,ORD,1498,20.05,237,-2
9,9,4,OO,6019,ORD,462,17.78,96,-11
3,23,3,OH,5649,LGA,431,20.00,114,-7
1,16,6,AQ,467,SMF,2404,11.00,350,-51
3,25,5,UA,1224,ORD,678,9.50,118,19
2,30,0,OO,4014,ORD,1249,13.33,216,77
1,15,5,AA,743,LGA,1389,12.75,240,32
10,20,4,WN,2556,SFO,337,20.92,85,19
7,26,2,UA,1220,SJC,948,7.88,156,-10
6,14,1,UA,355,ORD,1721,11.98,267,83
7,6,3,UA,79,SFO,2398,18.92,325,-18
5,4,3,US,942,SFO,2521,22.00,326,-11
10,6,4,OO,5790,SFO,153,17.25,59,-9
4,31,6,AA,356,ORD,733,9.42,125,30
6,12,6,WN,226,SJC,417,10.83,80,21
5,26,4,UA,518,ORD,412,16.30,86,NA
5,10,2,WN,2785,SMF,605,20.83,105,2
3,26,6,OO,5672,SFO,158,18.00,58,1
2,26,3,UA,279,LGA,1619,9.50,274,9
11,15,1,OO,6476,ORD,264,15.88,76,-1
10,25,2,OO,5829,ORD,67,17.13,47,6
6,10,4,OH,5281,JFK,213,12.42,94,-11
10,14,5,AA,1454,TUS,813,15.58,130,-7
7,10,0,UA,314,ORD,412,21.58,86,-9
3,6,0,AA,851,ORD,334,9.58,90,-13
2,11,2,OO,5709,SMF,207,21.08,65,79
6,25,5,UA,259,ORD,888,17.00,156,82
7,1,5,US,2114,LGA,185,6.00,64,-5
5,20,5,B6,1053,JFK,340,14.92,104,-3
1,8,5,AA,1276,SFO,1736,12.58,220,79
1,17,0,AA,2455,ORD,1440,7.25,230,-19
11,19,5,AA,1922,SJC,1438,9.83,200,-14
7,5,2,UA,1567,ORD,1515,19.93,231,-6
0,9,3,OH,5203,JFK,1522,17.58,320,-42
2,10,1,UA,665,SFO,192,15.82,57,-1
5,4,3,OO,5820,SFO,326,13.08,70,3
11,19,5,OO,5589,SFO,77,11.65,43,82
6,5,6,AA,1720,SJC,1438,9.50,205,-5
8,7,0,US,1892,ORD,599,15.92,113,-17
4,27,2,UA,128,ORD,678,7.00,119,30
11,7,0,HA,40,OGG,2562,16.08,310,36
3,15,2,US,1953,ORD,599,13.98,120,7
4,3,6,WN,3356,SFO,337,9.67,85,-12
5,14,6,UA,929,ORD,1739,11.92,260,19
6,2,3,WN,3419,SFO,414,14.25,90,-4
5,20,5,US,908,ORD,678,5.83,122,-3
7,14,4,AA,257,JFK,2248,16.42,345,245
10,28,5,OH,6663,JFK,740,20.50,175,28
3,21,1,OH,5014,LGA,722,21.00,154,66
0,19,6,AA,1276,SFO,1736,12.50,225,NA
0,22,2,UA,90,SFO,2565,8.67,334,NA
6,5,6,UA,350,ORD,642,13.17,120,-14
7,12,2,OO,5800,SFO,329,8.27,73,4
4,23,5,WN,1997,SJC,417,15.42,80,19
11,23,2,AA,1130,SJC,1829,7.33,260,240
11,2,2,AA,1555,JFK,1090,14.92,200,49
9,23,4,UA,1,ORD,4243,10.35,536,-12
5,15,0,AA,2470,ORD,647,20.92,110,76
3,24,4,OO,5938,ORD,286,21.37,78,58
2,21,5,WN,2730,SJC,308,19.17,75,107
5,17,2,AA,2349,ORD,802,18.92,140,NA
7,24,0,OH,5481,JFK,1005,8.50,192,-16
7,12,2,AA,655,JFK,1623,8.00,240,13
0,24,4,AA,637,LGA,1097,13.08,190,83
1,2,6,WN,1337,SMF,479,15.92,90,-1
2,3,1,AA,2317,ORD,802,10.25,150,59
2,24,1,UA,651,ORD,1723,20.17,265,NA
5,12,4,AA,745,LGA,1389,13.75,225,-23
9,21,2,UA,246,ORD,473,18.72,94,8
2,3,1,UA,378,SFO,1635,10.67,231,31
5,4,3,B6,141,JFK,1028,6.58,158,-10
7,14,4,UA,1220,SJC,948,7.88,156,-3
2,27,4,AA,1403,ORD,585,15.25,110,105
7,8,5,UA,793,ORD,334,12.00,86,9
2,4,2,UA,409,LGA,1619,17.48,272,36
4,11,0,B6,1087,JFK,541,21.67,134,-15
10,28,5,AA,1599,ORD,1515,14.50,245,-30
0,26,6,OO,6412,SFO,451,22.42,93,86
0,4,5,AA,2317,ORD,802,10.25,150,22
8,6,6,US,873,ORD,1515,8.50,232,29
11,1,1,OO,6060,ORD,179,17.87,57,NA
1,6,3,AA,454,ORD,647,18.33,110,NA
3,20,0,UA,74,SFO,2419,22.50,303,75
3,18,5,B6,99,JFK,2576,8.92,395,-6
11,28,0,UA,1201,ORD,403,12.25,96,-2
5,30,1,AA,321,LGA,733,11.50,150,60
6,15,2,UA,3,ORD,4184,9.95,528,-19
2,21,5,UA,620,ORD,612,16.00,106,97
4,30,5,AA,2293,ORD,978,17.25,160,NA
11,7,0,UA,579,SFO,967,6.75,151,-6
2,28,5,WN,1842,SFO,447,8.00,90,-19
4,5,1,OO,5965,ORD,438,12.90,97,-22
9,15,3,UA,667,LGA,733,6.00,141,NA
10,7,5,AA,201,JFK,2475,6.67,380,-28
0,31,4,UA,852,SFO,447,13.70,89,57
2,10,1,B6,1008,JFK,187,12.92,63,-3
7,4,1,B6,931,ORD,1735,7.25,248,33
4,8,4,AA,2450,SFO,337,12.08,85,26
8,27,6,UA,830,SFO,1846,10.73,249,21
5,10,2,UA,240,SJC,2400,7.42,318,292
3,29,2,AA,185,JFK,2475,20.50,375,86
4,19,1,AA,1904,ORD,1197,18.08,180,38
4,26,1,UA,454,ORD,606,10.67,114,37
7,7,4,OO,6597,SFO,192,18.48,60,-6
8,27,6,OO,5954,ORD,323,7.42,75,-1
8,9,2,OO,6337,ORD,109,12.12,45,-1
5,26,4,OO,5840,ORD,531,7.18,105,-11
9,18,6,UA,129,ORD,1745,19.90,268,3
5,12,4,B6,37,JFK,1028,7.92,173,-14
7,29,5,OO,5893,ORD,1437,10.08,217,-2
9,12,0,UA,1009,ORD,888,22.07,151,4
3,23,3,WN,1061,SJC,417,15.75,75,-1
9,8,3,OO,5703,SJC,234,17.00,67,1
5,14,6,UA,901,SFO,447,20.50,89,57
4,15,4,US,2169,LGA,214,10.00,81,-13
6,24,4,UA,1524,SFO,414,16.05,94,124
10,11,2,B6,1434,SFO,354,11.42,90,15
3,21,1,UA,681,LGA,733,13.00,149,32
2,13,4,UA,245,ORD,888,9.00,158,-1
2,17,1,US,258,SFO,651,19.42,115,17
4,15,4,US,572,SFO,414,12.00,90,25
8,9,2,US,2165,LGA,214,8.00,67,6
1,1,5,AA,1635,JFK,1597,8.08,230,222
5,25,3,AA,2435,ORD,1440,13.33,215,39
0,7,1,UA,501,SFO,447,11.55,89,5
9,26,0,UA,275,ORD,403,16.92,92,7
6,5,6,OO,3761,TUS,601,7.58,108,-6
4,22,4,WN,3514,SMF,373,6.25,80,-7
4,1,4,AA,1339,ORD,1723,18.33,260,13
8,13,6,OH,6684,JFK,301,14.92,93,17
7,12,2,UA,1270,SFO,451,12.85,92,12
1,7,4,UA,1228,ORD,723,16.68,119,41
9,8,3,UA,788,SFO,447,15.35,94,-15
7,15,5,AA,341,ORD,334,18.92,85,74
10,30,0,UA,818,ORD,719,21.35,128,116
5,30,1,AA,2377,LGA,761,6.48,140,NA
0,29,2,AA,1403,ORD,585,15.25,115,17
7,31,0,AA,1407,ORD,1745,12.33,255,65
9,12,0,UA,376,ORD,678,15.75,135,-24
6,4,5,OO,5871,ORD,911,18.00,149,-11
3,2,3,UA,405,LGA,1619,10.37,264,83
7,24,0,UA,120,SFO,2419,9.83,319,-30
9,19,0,UA,253,ORD,888,18.60,154,-4
11,19,5,B6,53,JFK,1005,13.50,180,35
0,29,2,UA,1204,ORD,412,18.83,83,82
6,16,3,UA,707,ORD,888,6.00,147,-1
7,28,4,AA,874,ORD,867,19.00,140,-8
1,2,6,OO,6134,SFO,363,7.23,80,-8
6,17,4,UA,1184,SFO,967,6.00,143,15
9,30,4,US,462,SFO,414,19.75,90,28
1,16,6,OO,6410,SFO,326,14.62,72,59
11,10,3,OO,6402,SFO,451,15.97,90,-5
5,28,6,WN,2778,SFO,651,18.33,120,-5
0,30,3,AA,1544,ORD,612,18.00,105,NA
9,5,0,UA,544,SFO,550,17.58,103,-10
11,23,2,UA,959,ORD,888,20.32,158,224
5,17,2,AA,471,ORD,1846,10.08,270,19
1,5,2,OO,6380,SFO,522,12.88,93,10
4,8,4,WN,3257,TUS,321,6.50,60,-6
10,19,3,OO,5709,SMF,207,21.58,63,38
8,6,6,UA,180,SFO,2704,22.17,342,2
3,7,1,AA,59,JFK,2586,7.00,375,23
0,26,6,OH,5483,LGA,647,15.93,164,NA
1,11,1,WN,384,SMF,605,6.42,115,-4
8,8,1,AA,2340,ORD,235,13.83,80,-6
1,28,4,UA,684,ORD,733,14.00,138,14
3,25,5,AA,341,LGA,733,16.58,155,348
2,13,4,UA,54,SFO,1846,6.00,251,-20
8,4,4,WN,1001,SMF,647,16.92,110,17
1,14,4,AA,1377,ORD,1721,20.08,270,14
10,23,0,US,206,SMF,647,12.60,109,-9
11,14,0,UA,133,SFO,337,8.50,98,-5
7,21,4,AA,510,ORD,235,18.83,80,186
7,11,1,AA,177,JFK,2586,17.42,370,87
5,29,0,UA,1463,ORD,1515,11.98,231,-19
5,24,2,UA,247,ORD,888,9.92,155,NA
8,17,3,OH,6262,JFK,508,20.17,155,-33
3,7,1,OO,4088,SJC,585,13.00,114,-8
2,12,3,OO,6631,ORD,409,19.85,90,30
8,12,5,US,782,SFO,2296,13.08,294,16
10,22,6,OO,5702,SJC,234,10.75,67,-4
11,17,3,UA,1526,ORD,1197,8.32,187,42
5,8,0,AA,1041,ORD,1829,9.92,265,33
4,26,1,B6,141,JFK,1028,6.58,158,-11
6,1,2,B6,19,JFK,1069,7.92,180,29
7,1,5,AA,2093,LGA,1097,11.83,185,29
3,21,1,UA,360,ORD,589,11.03,110,65
2,12,3,OO,5915,ORD,299,6.67,74,-11
4,1,4,AA,317,ORD,925,12.08,160,-9
6,10,4,AA,1773,ORD,1118,19.25,170,164
0,10,4,OH,5009,JFK,264,20.58,110,-35
3,24,4,UA,248,ORD,235,18.95,78,52
10,2,0,AA,2504,ORD,1197,7.00,180,-7
5,20,5,OO,5946,ORD,588,15.45,113,NA
7,31,0,OH,5707,JFK,209,13.50,80,-25
3,5,6,WN,2689,SMF,605,9.00,105,10
2,6,4,AA,1276,SFO,1736,12.58,220,-12
10,23,0,US,1291,ORD,599,12.50,105,-16
8,3,3,WN,269,SMF,397,8.08,80,20
6,13,0,UA,1261,ORD,1007,17.58,166,59
8,29,1,UA,1504,SFO,414,10.78,96,-7
11,17,3,OO,6011,ORD,323,10.62,77,8
0,4,5,US,1689,LGA,544,8.25,119,-14
2,27,4,US,1247,LGA,544,8.25,125,-18
4,24,6,OO,6360,SFO,599,15.75,100,30
0,5,6,OO,5975,ORD,409,15.75,90,28
10,28,5,OO,5950,ORD,1249,20.00,210,-17
10,21,5,HA,161,OGG,100,14.83,34,10
4,13,2,OO,5979,ORD,122,17.02,50,40
8,10,3,B6,606,JFK,274,17.67,103,-10
9,19,0,AA,1442,ORD,612,16.50,110,36
0,25,5,AQ,227,OGG,100,20.00,34,-4
5,5,4,AA,782,ORD,1012,19.25,150,124
9,8,3,AA,933,JFK,1090,12.00,170,20
5,25,3,B6,625,JFK,1428,13.00,233,17
6,12,6,US,376,SMF,2458,8.50,301,100
10,16,0,WN,1664,TUS,451,13.92,95,0
7,2,6,OH,5457,JFK,228,8.42,102,40
4,8,4,UA,936,SFO,2419,8.87,313,NA
0,25,5,UA,186,SFO,2521,14.92,320,71
1,2,6,UA,642,ORD,719,10.67,127,NA
6,25,5,WN,3410,SJC,1838,13.42,250,1
11,2,2,OO,5726,SFO,462,9.55,118,16
8,28,0,AA,1048,ORD,1197,8.50,175,-6
9,6,1,UA,1114,ORD,783,13.50,133,-5
7,9,6,OO,6120,SFO,192,16.32,60,95
3,25,5,UA,922,ORD,589,6.00,109,-13
5,15,0,UA,850,ORD,733,19.08,129,69
6,2,3,B6,137,JFK,1074,18.50,203,-1
0,22,2,UA,844,SFO,337,15.00,86,102
2,7,5,OO,5567,SFO,158,15.47,59,10
4,26,1,OO,5961,ORD,130,16.78,49,NA
4,7,3,OH,5160,JFK,288,14.98,91,-5
6,16,3,AA,1144,SFO,1464,13.25,220,56
7,7,4,WN,3919,SFO,414,18.17,90,8
5,15,0,AA,2423,ORD,403,15.50,90,90
6,2,3,US,2134,LGA,185,16.00,71,64
2,17,1,UA,279,LGA,1619,9.50,274,NA
8,22,1,B6,22,JFK,209,22.58,83,25
0,19,6,UA,793,ORD,334,12.25,89,-16
11,22,1,AA,780,ORD,1197,6.00,175,30
6,17,4,WN,2054,SMF,480,13.08,85,-4
3,17,4,AA,789,ORD,888,15.58,155,4
4,16,5,UA,1675,ORD,2072,8.10,291,-17
5,26,4,UA,1214,ORD,843,13.17,132,9
1,15,5,OO,5449,SMF,86,17.73,45,62
1,20,3,UA,909,ORD,888,15.08,158,21
6,30,3,B6,215,JFK,2465,15.92,356,76
11,29,1,UA,1240,SMF,910,10.52,138,-19
1,4,1,UA,599,ORD,334,10.00,85,88
7,26,2,UA,1164,SFO,447,22.42,91,NA
6,3,4,OO,5904,ORD,224,17.92,69,0
0,6,0,OO,6259,ORD,130,8.00,52,11
2,28,5,WN,1426,SFO,1855,7.33,250,-4
6,14,1,UA,1161,ORD,1437,19.92,226,13
6,6,0,AA,1763,ORD,1726,16.67,245,1
2,10,1,OO,5814,ORD,316,13.17,80,-1
11,17,3,UA,1240,SMF,910,11.50,138,-13
7,12,2,UA,174,ORD,642,18.98,117,-4
5,19,4,UA,732,ORD,589,8.25,108,-11
11,29,1,UA,1201,ORD,403,12.25,96,57
6,8,2,AA,1459,ORD,235,21.83,65,61
1,23,6,WN,717,SMF,358,17.33,70,0
7,24,0,AA,1442,ORD,612,16.58,110,-15
11,7,0,OO,5444,SFO,191,17.83,66,73
0,17,4,OO,5905,ORD,109,16.77,54,41
8,13,6,UA,1629,ORD,1440,8.42,228,104
3,21,1,B6,1075,JFK,288,11.17,93,17
2,7,5,UA,331,ORD,1721,9.82,271,24
4,30,5,OO,6161,ORD,222,19.73,63,169
5,6,5,WN,2906,SMF,480,18.33,90,61
3,20,0,AA,1462,ORD,719,6.75,120,4
5,9,1,UA,653,ORD,1829,20.35,274,24
6,15,2,UA,581,ORD,1739,14.90,260,-13
5,28,6,AA,1144,SFO,1464,13.25,220,NA
10,4,2,OO,5759,SFO,412,20.00,113,42
0,17,4,B6,916,ORD,740,16.08,141,NA
9,4,6,US,2,ORD,1440,7.58,225,-8
9,2,4,UA,247,ORD,888,9.85,159,-14
0,28,1,OO,5845,ORD,174,13.17,58,181
11,20,6,US,551,SJC,621,12.58,107,-11
2,14,5,OH,5429,JFK,209,14.00,85,28
6,9,3,B6,619,JFK,829,21.00,168,66
10,6,4,US,2191,LGA,214,21.00,70,16
1,12,2,AA,16,SFO,2586,11.50,329,29
7,13,3,OO,5738,SFO,462,21.58,122,-12
1,6,3,US,322,SMF,397,9.58,84,-1
